id,value
weather.smarttechnology365.org,163
e-learning.csc.ku.ac.th,96
www.update.microsoft.com,70
api.curalate.com,1
locker.uichange.com,1
vni.store.nearme.com.cn,17
203.154.179.43,32
global.apis.naver.com,296
metrics-nl.fitanalytics.com,2
valve1007.steamcontent.com,488
203.154.179.65,12
gslb.miaopai.com,13
www.tat7.com,1
www.tandt-group.com,20
updates.installshield.com,4
mesu.apple.com,46
ecowww.leh.kagoshima-u.ac.jp,4
ads.yahoo.com,33
www.niceoppai.net,58
www.si.mahidol.ac.th,294
www.t5surat.ac.th,4
um09.eset.com,113
www.sweetenough.in.th,9
www.taudit.net,1
www.tawanaok.com,3
www3.rdi.ku.ac.th,138
j.appjiagu.com,3
gllto1.glpals.com,44
android.rqd.qq.com,96
behacdn.ksmobile.net,15
b.scorecardresearch.com,371
apkq-cm.ksmobile.net,1
www.hsv.de,75
stickershop.line-cdn.net:80,88
gak.webtoons.com,217
203.151.183.193,818
api.cloudmobi.net,28
203.144.226.201,3
www.tasorm.go.th,10
yunxmobi.com,3
www.anchan.lib.ku.ac.th,19
www.tawanclub.com,18
www.tatsc.or.th,9
www.taradcream.com,4
clouddownload.iobit.com,1
1.bp.blogspot.com,196
pre.glotgrx.com,9
4.bp.blogspot.com,174
2.bp.blogspot.com,330
master12.teamviewer.com,38
www.becon.eco.ku.ac.th,76
ads.admarvel.com,10
weather.yahooapis.com,1841
stat.nate.com,16
tawandang.co.th,1
acdn.adnxs.com,8
www.tatong.go.th,12
download-xyz.com,10
www.tawanchai-foundation.org,23
www.salmonads.com,27
www.tawanhouse.com,1
vl.ff.avast.com,70
show.bumq.com,194
www.tasautotech.com,121
www.superheroesmania.com,607
www.tawanmcweis.com,4
203.205.151.170,76
www.vit.src.ku.ac.th,94
update.iobit.com,8
www.tangmotour.com,1
dl.cm.ksmobile.com,13
dorm.admin.src.ku.ac.th,91
pix04.revsci.net,39
www.mangaza.com,16
tdcv3.talkingdata.net,26
www.yahoo.com,12
valve1002.steamcontent.com,664
init-p01st.push.apple.com,300
www.s-work.com,38
202.28.103.74,800
cldrm.com,1
xmovies.to,5
dlqncdn.miaopai.com,3
canvaspl-a.akamaihd.net,16
www.webtoons.com,32
www.tawan-song.com,8
i-career.siphhospital.com,16
www.tawanabangkok.com,11
www.tavekuncomposite.com,1
xtra2.gpsonextra.net,23
d.agkn.com,56
www.tataya.com,13
bcboltbbtv-a.akamaihd.net,722
www.tawatchai-teekun.blogspot.com,1
i.xmovies.to,7
www.mp.kus.ku.ac.th,11
count-server.sharethis.com,83
www.tawaravadeehotel.com,13
cdn2.cpmstar.com,27
dns.joox.com,50
assets.adobedtm.com,19
event.123dapp.com,6
video.google.com,118
sync.security.baidu.co.th,68
www.suksala.org,9
webtoon.phinf.naver.net,259
webtoons.static.naver.net,3
pics.dmm.co.jp,184
configuration.apple.com,10
search.chrome-live-wallpapers.com,2
www.cab.kps.ku.ac.th,406
www.tambonbanmai.go.th,2
www.taparnhin.phichit.police.go.th,1
xxlargepop.com,10
dna.kps.ku.ac.th,479
tawatchai-teekun.blogspot.jp,1
rcgi.video.qq.com,6
mirror.nl.leaseweb.net,1
soma.smaato.net,338
m.addthis.com,83
api.weibo.cn,35
www.tawanproduce.co.th,3
lbs.map.qq.com,76
swupmf.adobe.com,528
cas.criteo.com,84
crl3.digicert.com,9
www.taxsmarts.net,14
www.taxschoolsongkhla2.com,1
w.sharethis.com,18
research.rdi.ku.ac.th,166
www.tawarawadee.ac.th,17
www.taywinsiam.com,30
weather.nicelogin.info,222
de.tynt.com,27
www.tayang.police7.go.th,2
www.tasgd.com,8
gllto.glpals.com,481
hm.baidu.com,72
dnl-02.geo.kaspersky.com,69
bcp.crwdcntrl.net,149
www.tbec.co.th,6
extensions.sketchup.com,3
www.javlibrary.com,33
www.allhandweb.com,22
www.tawantour.com,15
cdn.chrome-live-wallpapers.com,18
th.archive.ubuntu.com,1
l.instagram.com,2
www.google.co.th,99
check.googlezip.net,31
inclk.com,8
www.tb1nkp.com,19
www.tbestbook.com,25
line.me,3
adlc-exchange.toast.com,1
www.agron.agr.ku.ac.th,1
lpstatic.thewhizmarketing.com,11
espn.hb.omtrdc.net,61
www.taxauditor.or.th,7
www.lib.ku.ac.th,77
init.ess.apple.com,13
www.taxiradio.co.th,11
t.dtscout.com,27
so.upyim.com,1
www.grad.ku.ac.th,100
nrc.tapas.net,11
ocsp.apple.com,2
218.213.248.178,6
sso.anbtr.com,7
adserver.juicyads.com,109
i.imgur.com,50
www.taweesap.com,40
ads-a.juicyads.com,16
histock.info,5
tangerine.nexage.com,61
api.miwifi.com,107
su.ff.avast.com,207
www.tayiumcity.go.th,6
videostream.dn.ua,129
download.microsoft.com,138
www.coliseumplus.com,129
www.taurakschool.net,1
atpixelas.alephd.com,29
ads.nexage.com,22
pdata.video.iqiyi.com,1
www.mic.eng.ku.ac.th,4
pebed.dm.gg,249
1s161.siambit.me,8
portal.fb.com,265
device-control.ff.avast.com,17
www.hallostar.in.th,102
cdn-obs.line-apps.com,1
www3.smartadserver.com,44
conn1.oppomobile.com,99
s7.addthis.com,51
www.peoplefu.com,59
u.openx.net,27
www.tbia.or.th,6
oc.umeng.com,93
kuhistory.ku.ac.th,8
www.taladsimummuang.com,1
netmarbleslog.netmarble.com,33
www.eng.ku.ac.th,77
www.tca.lukkid.com,13
www.tcc-chaokoh.com,11
www.tcccapitalland.co.th,25
www.msftncsi.com,106
loadm.exelator.com,135
hdoup.com,1
www.tcc.in.th,1
iosapps.itunes.apple.com,27
e.dtscout.com,152
91.228.166.13,84
connect.facebook.net,38
code.yengo.com,59
sistacafe.com,35
www.tcarcover.com,1
sh.adingo.jp,143
203.151.183.194,56
hits.truehits.in.th,31
www.tatointeractive.com,1
www.person.ku.ac.th,19
www.tcdc.or.th,6
blog.testabit.com,3
rts.mobula.sdk.duapps.com,18
www.tbts.co.th,5
static1-velaeasy.readyplanet.com,292
connectivitycheck.gstatic.com,354
www.taweesilp-tkd.com,41
www.tce2day.com,1
aladdin.genieesspv.jp,151
morning-news.bectero.com,1
real3.atimemedia.com,1287
zmirror.ipinw.biz,194
spnet2-1.i-mobile.co.jp,43
tcff-thailand.com,1
vast.vertamedia.com,84
dnl-15.geo.kaspersky.com,148
www.tcbc.or.th,2
www.tch.co.th,20
www.talardthai.com,91
www.tca.or.th,6
s5.postimg.org,2
checkip.dyndns.com,63
cfg.cml.ksmobile.com,36
master8.teamviewer.com,48
www.tbpgroup.com,16
www.tci-thaijo.org,1
ping.chartbeat.net,69
jp-u.openx.net,57
www.msftconnecttest.com,134
dl.profile.line-cdn.net,57
pikul.lib.ku.ac.th,18
www.tcn-conference.com,19
ctestream02.stou.ac.th,755
www.tcccthai.com,28
91.228.167.103:80,22
www.tbmccs.go.th,74
www.tcpysom.com,5
www.nicelogin.online,117
bs.serving-sys.com,12
www.tcplus.co.th,2
ssp.lkqd.net,411
obs-th.line-apps.com,5
anchan.lib.ku.ac.th,50
www.tcra.or.th,23
update.toptools100.com,9
www.tcs.ac.th,3
pixel.quantserve.com,143
www.tcrtimber.com,5
91.228.165.44:80,18
www.tcff-thailand.com,14
whos.amung.us,51
www.tcschool.ac.th,15
delivery.optimatic.com,83
proxy-28.sv6.dailymotion.com,78
sync.mobojoy.baidu.com,3
jpn.www.mydns.jp,12
ic.tynt.com,29
www.tcclodmsc.net,7
obs.line-cdn.net,88
s4.histats.com,183
static.cbox.naver.net,2
www.google.com,213
i.pinimg.com,1097
up.cm.ksmobile.com,120
www.tcs.or.th,15
api.radiolight.info,1
ad,4
pki.google.com,87
ace.naver.com,59
www.tct.or.th,14
awebtoon.phinf.naver.net,512
fota-cloud-dn.ospserver.net:80,2
login.live.com,3
i-38.b-43388.ut.bench.utorrent.com,2
master16.teamviewer.com,51
ad-sdk.altamob.xiaoying.co,9
www.tctthainet.com,3
cdn.bitmedianetwork.com,43
i-1005.b-0.ad.bench.utorrent.com,8
kukr.lib.ku.ac.th,152
www.tcpharmachem.com,11
104.20.21.219,34
atomictrivia.ru,20
rtb.tubemogul.com,16
ad.freetrontech.com,9
www.tct.itfd.rmutp.ac.th,8
goupdate.3g.cn,354
www.tc.ptl.ac.th,1
52.79.166.153,3
ninekaset.kustaff.ku.ac.th,70
api.wordpress.org,13
update-cloud.i.360overseas.com,7
www.tbp.co.th,4
kbd1.kpns.ijinshan.com,18
master11.teamviewer.com,125
xtra1.gpsonextra.net,31
t.dtscdn.com,127
38.90.226.39,139
www.tbsk1.com,5
www.tda-thailand.org,1
update.utorrent.com,2
www.homec.agr.ku.ac.th,5
www.tarad-dvd.com,5
imgg.traffic-media.co,1
trackpressure.website,10
www.tdcollection.com,1
lib.ku.ac.th,37
www.tdci.eng.cmu.ac.th,1
www.reimageplus.com,1
upic.me,112
www.rdi.ku.ac.th,34
pirun.kps.ku.ac.th,64
tdcollection.com,1
tracking.optimatic.com,36
77.234.45.119,2
adultok.xclubporn.com,412
www.tdpthailand.com,1
img.cm.ksmobile.com,22
server.cpc.ku.ac.th,13
shop.line-cdn.net:80,53
gadgets.live.com,16
www.academicservice.human.ku.ac.th,28
www.tccom.co.th,51
f.th.bav.baidu.com,144
master9.teamviewer.com,36
www.tcp.ac.th,8
www.talent11.com,1
heartbeat.dm.origin.com,142
www.teacher.saweedas.com,1
www.tdcgold.com,7
www.teachtech.co.th,11
www.teachingtoys.co.th,8
vnjfseeybb.execute-api.ap-northeast-2.amazonaws.com,5
api.chillfm.fm,81
203.151.183.194:80,20
www.td.pcrit.net,22
www.tdcdent.com,7
www.teakyou.com,23
ts.eset.com:80,118
agron.agr.ku.ac.th,21
prism.pandora.tv,44
dns-dns-www.easylift-serwis.pl,7
maps.googleapis.com,55
www.teamgroup.co.th,1
ads.cc,39
static.exoclick.com,37
wwww.metcheck.com,20
www.teammobilis.com,15
f.shopee.co.th,6
www.tcg.or.th,3
www.facebook.com,16
www.baidu.com,133
cdn.akamai.steamstatic.com,342
www.teamtiwnong.com,7
mpc.cmcm.com,95
www.teamvis-tee.com,25
ime2.service.cootek.com,12
www.irre.ku.ac.th,5
upgr-mmxiii-p.cdn.bitdefender.net,6
www.teana-club.com,1
heaven81.spankbang.com:80,6
www.teatimetale.com,25
www.stat.sci.ku.ac.th,2
hydra.easyanticheat.net,87
www.tba.or.th,13
cookieu2.veinteractive.com,1
proxy-23.sg1.dailymotion.com,41
www.tea-vana.com,1
um05.eset.com,117
www.sp.ku.ac.th,6
www.coop.ku.ac.th,26
tdri.or.th,1
cab.ku.ac.th,1
www.teawdd.com,1
archives.lib.ku.ac.th,14
master7.teamviewer.com,55
crl.microsoft.com,1384
upoll.umengcloud.com,140
www.teambuilding.in.th,4
www.teawmuangthai.com,145
www.teamasteriarich.com,1
www.techblog.in.th,25
cdn.edgecast.cs.steampowered.com,56
get35.com,46
sgsin-edge.icloud-content.com:80,2
www.agr.ku.ac.th,15
203.154.179.25,8
valve1901.steamcontent.com,49
pi.eng.src.ku.ac.th,23
cdn.optimizely.com,4
www.teata.or.th,2
gllto2.glpals.com,45
cache.btrll.com,4
image2.pubmatic.com,57
f3.mi-stat.gslb.mi-idc.com,3
ess.eco.ku.ac.th,6
up.bav.baidu.com,52
www.techcare.co.th,4
www.teakgold.com,5
www.dmm.co.jp,21
c.cnzz.com,4
www.hiview.org,56
www.techcomic.com,9
www.dmm.com,2
203.154.179.57,27
www.kimba.ku.ac.th,11
teched.rmutp.ac.th,1
javportal.club,7
dtm.advertising.com,6
p.dmm.co.jp,44
teawsiam.blogspot.jp,1
master5.teamviewer.com,43
www.techlism.com,2
biochem.flas.kps.ku.ac.th,27
www.3322.org,64
www.maepeng.com,58
log.adaptv.advertising.com,11
master4.teamviewer.com,34
www.technicdon.ac.th,15
music.163.com,14
www.techedu.rmutk.ac.th,16
www.amazon.com,19
xx.xcetkbl.com,8
www.googletagmanager.com,15
www.techno-bird.co.th,27
c.algovid.com,2
ce-production-network-tracking-258870357.us-west-2.elb.amazonaws.com,14
comcluster.cxense.com,3
www.technoasia.ac.th,15
www.technicom.co.th,4
www.techno-dent.com,14
www.techno.co.th,11
www.techincar.com,35
www.flyflv.com,7
piayga.me,3
www.technicalintelligent.com,3
www.technicphotharam.com,5
www.technology.co.th,2
aphone.v0.mgtv.com,27
www.technictrang.ac.th,5
multi-smart.com,1
is3.mzstatic.com,55
www.technology.stjohn.ac.th,9
www.tech.co.th,6
foodanddrink.tile.appex.bing.com,26
www.tcupsweethome.com,6
202.28.197.56,15
202.28.197.57,20
www.technicnan.ac.th,20
iml.cpe.ku.ac.th,36
203.154.179.55,40
www.techcom.co.th,13
setting.rayjump.com,34
geoinfo.intowow.com,14
www.tunwalai.com,33
update.imgviewer.net,1
www.technasound.com,11
down.qq.com,20
pr-bh.ybp.yahoo.com,38
ums.adtechus.com,39
jav4you.online,4
www2.rdi.ku.ac.th,27
pix.jp.as.criteo.net,4
i.adingo.jp,76
dlied1.qq.com,18
code.jquery.com,13
www.pirun.ku.ac.th,4
www.technosriracha.ac.th,1
162.254.195.17:80,4
imguser2.pandora.tv,1
image4test.castleagegame.com,65
www.technodrive.co.th,12
www.techsakon.ac.th,1
en-us.appex-rf.msn.com,84
www.technology-supply.com,3
cdn.tunwalai.com,29
www.techxcite.com,11
imguser.pandora.tv,7
www.techmoblog.com,41
statclick.nate.com,12
sr.symcd.com,32
disorderstatus.ru,36
master10.teamviewer.com,45
tat-rayong.com,35
www.seriesyou.com,31
www.osc.src.ku.ac.th,2
www.technologymedia.co.th,5
www.teedin108.com,1
master13.teamviewer.com,46
91.228.166.45:80,36
optd.project.ku.ac.th,9
v.lkqd.net,93
www.tec.in.th,7
aod.itunes.apple.com,38
www.eastbay.com,1
www.teedindd.com,15
lg-growthy.line-apps.com,8
www.technosign.co.th,4
human.ku.ac.th,2
scontent.xx.fbcdn.net,57
www.teedin2you.com,1
www.teedinestate.com,1
www.technotic.co.th,7
162.254.195.19:80,3
sync.users-api.com,13
203.154.179.56,27
dewsburg.info,34
b.codeonclick.com,11
mirrors.thzhost.com,15
www.techno-secure.com,2
www2.djop.moj.go.th,2
x.rfadver.com,6
162.254.195.14:80,2
www.tecksoonseng.com,5
csi.gstatic.com,29
www.teelakmassage.com,4
www.teenee.com,1
click.wct.link,13
valve1001.steamcontent.com,194
www.thaiddns.com,95
www.cbit.arch.ku.ac.th,2
www.soccersuck.com,80
growfoodsmart.com,6
um07.eset.com,128
www.teedin4sale.com,2
www.technotronics.in.th,18
seas.soc.ku.ac.th,3
www.teedinsuay.com,9
cpe.eng.kps.ku.ac.th,12
m.eastbay.com,27
t.p.mybuys.com,2
libs.coremetrics.com,2
www.teawthai.com,14
ms.src.ku.ac.th,30
www.taweechaiclinic.com,16
162.254.195.25:80,5
www.appleiphonecell.com,14
www.teedinn.com,7
dnl-12.geo.kaspersky.com,49
council.ku.ac.th,6
calendar.ku.ac.th,30
www.riz1.info,12
epidem.vet.kps.ku.ac.th,1
et.w.inmobi.com,9
i.dailymail.co.uk,17
soma-us-east-1.smaato.net,24
rpt.eastbay.com,1
www.tandfonline.com,38
miserupdate.aliyun.com,2
tracker.tcd.re,1
static.ads-twitter.com,6
wwwwwwwwwwwww.jugem.jp,13
www.teepakhatyai.com,9
sts.eccmp.com,1
www.teepakdd.com,1
dnn506yrbagrg.cloudfront.net,1
www.tecnicadvance.net,4
www.techtron.co.th,4
www.teepuk.com,1
www.teeneefree.com,2
watchmygirlfriend.gfarchive.com,4
www.teenpath.net,18
designthefuture.ru,5
img.gomlab.com,26
www.teeneepakchong.com,12
cc.naver.com,7
lepamphlet.com,44
usync.nexage.com,5
cyberlab.lh1.ku.ac.th,191
www.tee-pak.net,6
182.79.231.10:80,4
www.tec.mju.ac.th,1
shop.line-cdn.net,67
master2.teamviewer.com,67
kasetsartjournal.ku.ac.th,14
www1.pictures.zimbio.com,1
www.teeratada.ac.th,6
www.teenrama.com,8
ro.up.vivoglobal.com,16
assets.pinterest.com,7
www.teeranurakschool.com,2
t.lkqd.net,319
adashbc.m.taobao.com,20
api2.tracemonitors.com,1
16883.live.streamtheworld.com,1
img.riskified.com,18
lakorn.guchill.com,390
checkip.dyndns.org,72
eoffice.ku.ac.th,4
www.teenzaa.com,2
www.teinclub.com,2
www.teentoa.com,7
203.154.179.69,9
sat.ocs.ku.ac.th,1
after-sales.address.oppo.com,12
www.youtube.com,22
www.telca.co.th,1
www.teemgroup.com,4
www.teledirect.co.th,1
162.254.195.18:80,2
www.te.kmutnb.ac.th,86
www.telecomth.com,17
www.teleplex.co.th,14
www.telewizshop.com,25
smusic.app.wechat.com,52
linksdownload.net,5
api.share.mob.com,83
www.com-loaded.website,7
www.teethai.com,5
www.telzel.com,13
addtoadd.men,20
std.eng.src.ku.ac.th,116
m.data.mob.com,30
www.teerachaiphaisal.co.th,4
www.tei.or.th,17
b.addtoadd.men,12
205.196.6.151:80,3
www.telnetsolution.com,6
lvs.truehits.in.th,75
www.cnbc.com,48
mobilesystemservice.com,9
www.soccersuck.in.th,16
rl.ammyy.com,48
ads.adaptv.advertising.com,2445
ss.sa.ku.ac.th,2
imagizer.imageshack.us,2
trop.agr.ku.ac.th,1
www.telefonica.es,1
api.altmetric.com,4
www.temrak.com,14
fonts.googleapis.com,50
temkor.orgfree.com,2
fonts.gstatic.com,113
pasta.esfile.duapps.com,10
www.tekkacheemukkhor.com,7
www.templethailand.org,26
theory.cpe.ku.ac.th,141
38.90.226.40,92
web2.proxx.net,7
newspiccanti.com,12
redir.adap.tv,464
eto.ku.ac.th,104
www.teeratadakm.net,2
crl.usertrust.com,20
ocsp.trust-provider.com,121
www.tenshi.exteen.com,1
www.plentycomputer.com,1
telifac.6te.net,1
91.228.166.46:80,25
www.tentwipa.com,1
www.tepball.com,1
bus.ku.ac.th,53
www.temcathai.com,54
flvr.ptvcdn.net,1
weather.toptools100.com,2
cdn.ap.bittorrent.com,13
www.tepmongkol.go.th,2
static.ap.bittorrent.com,2
googleads.g.doubleclick.net,44
zcamera.lzt.goforandroid.com,3
ip.reachads.com,1
music.human.ku.ac.th,46
rules.quantcount.com,23
imgs.ratemyserver.net,3
channel.pandora.tv,2
alarm-api-env.elasticbeanstalk.com,1
log.sv.pandora.tv,7
77.234.43.107,1
www.temsiri.com,10
www.tepparad.go.th,22
chrome-live-wallpapers.com,4
183.110.11.228,2
logger-05.vty.dailymotion.com,6
bg4.ds.a.dl.ws.microsoft.com,32
comm.vivo.com.cn,3
www.tem.fte.kmutnb.ac.th,5
www.tepkinsho.com,12
eng.kps.ku.ac.th,10
4iy269pif3b3dd.ru,101
www.teparak.ac.th,6
www.tentjadngan.com,32
store-images.s-microsoft.com,22
www.temkor.orgfree.com,1
clientconfig.akamai.steamstatic.com,33
www.livescore.com,7
www.terrace61.co.th,7
www.templeboxing.com,2
hoontoday.com,6
gsp1.apple.com,457
www.ter.co.th,3
dnl-01.geo.kaspersky.com,63
www.colwiz.com,12
www.tesa.or.th,1
clients1.google.com,77
www.teeteawthai.com,68
my.mangapark.me,7
www.teppatana.com,3
www.terraper.org,5
finance.services.appex.bing.com,60
differentia.ru,41
hk.api.unipay.qq.com,20
pingma.qq.com,41
adserver.adtechus.com,19
th.hao123.com,8
www.tescolotusfs.com,2
ad.turn.com,19
nvirginia-my.mobfox.com,5
popup.security.baidu.co.th,48
www.tescolotusmoney.com,1
atpixelus.alephd.com,26
cdn.optimatic.com,79
www.terasoft.co.th,1
s0.th.hao123img.com,6
www.terminalseal.com,2
dsum.casalemedia.com,11
www.tessabannajomtien.go.th,9
www.tessabanmaekham.go.th,7
log.kmplayer.com,1
cs.adingo.jp,6
d33nphxnnynj44.cloudfront.net,8
www.tessabantak.go.th,1
eibiswald.co.at,7
www.tentdd.com,34
adcreative.naver.com,2
thumb.comic.naver.net,49
www.teleone-th.com,1
www.tenconsultants.com,2
www.sa.ku.ac.th,5
topicstock.pantip.com,44
videos4.xvideos.com,17
www.test10.tht.in,2
s1.th.hao123img.com,3
ir.ebaystatic.com,8
include.ebaystatic.com,2
track.appsflyer.com,11
fb.upyim.co,1
ocsp.digicert.com,104
www.test15.tht.in,2
www.test17.tht.in,2
imgcomic.naver.com,1
spoc-pool-gtm.norton.com,12
www.test12.tht.in,3
www.test6.tht.in,4
helpwhitetile21.ksmobile.com,14
lcs.naver.com,7
www.test5.tht.in,3
www.tessabanuthai.go.th,7
www.test2.tht.in,1
hilltopads.net,44
www.tesco-mms.com,11
www.test11.tht.in,1
www.test19.tht.in,3
kufirst.center.ku.ac.th,1
91.228.167.21,113
whitetileos.cmcm.com,1
www.century-clinic.com,13
www.test18.tht.in,1
www.intel.com,218
www.test8.tht.in,4
www.terminal21.co.th,2
www.test13.tht.in,3
www.tesaban7.ac.th,27
staticxx.facebook.com,13
aws.amazon.com,5
www.test.in.th,1
www.test14.tht.in,1
www.test3.tht.in,1
dtsedge.com,9
trc.taboola.com,72
update.eset.com,458
91.228.166.16,81
tele.trafficmanager.net,4
www.textiles.rmutk.ac.th,1
www.tewlek.com,24
www.tewinshopping.com,1
111.30.131.23:80,9
www.tfa.or.th,22
dmp.truoptik.com,4
vid-io.springserve.com,70
adventori.com,2
re.kps.ku.ac.th,1
hkextshort.weixin.qq.com,51
cdn.edgecast.steamstatic.com,134
www.joox.com,10
www.tfd-thai.com,9
www.test20.tht.in,3
api.pokki.com,35
www.textbooksproject.com,7
www.termitebug.com,3
sqm.microsoft.com,42
urlfilter.vmn.net,4
www.test1.tht.in,1
www.tfpthailand.com,1
www.test9.tht.in,1
orzdwjtvmein.in,15
dateoftheday.club,3
www.tftravel.com,8
t.sharethis.com,251
instagram.fbkk8-1.fna.fbcdn.net,2
www.tew.co.th,16
adm.shinobi.jp,733
translate.phinf.naver.net,74
tfii.kmutnb.ac.th,25
img-s-msn-com.akamaized.net,105
www.tggpipe.com,8
www.tgcsthai.com,20
www.tgi.or.th,8
86hwpzyq.micpn.com,2
